,INSTRUMENT,TRADE_PRICE,TRADE_TIME
501,BVMF3,19.37,1900-01-01 13:40:00
502,BVMF3,19.37,1900-01-01 13:50:00
503,BVMF3,19.38,1900-01-01 14:00:00
504,BVMF3,19.37,1900-01-01 14:10:00
505,BVMF3,19.38,1900-01-01 14:20:00
506,BVMF3,19.39,1900-01-01 14:30:00
507,BVMF3,19.4,1900-01-01 14:40:00
508,BVMF3,19.39,1900-01-01 14:50:00
509,BVMF3,19.35,1900-01-01 15:00:00
510,BVMF3,19.35,1900-01-01 15:10:00
511,BVMF3,19.35,1900-01-01 15:20:00
512,BVMF3,19.37,1900-01-01 15:30:00
513,BVMF3,19.36,1900-01-01 15:40:00
514,BVMF3,19.37,1900-01-01 15:50:00
515,BVMF3,19.36,1900-01-01 16:00:00
516,BVMF3,19.36,1900-01-01 16:10:00
517,BVMF3,19.39,1900-01-01 16:20:00
518,BVMF3,19.38,1900-01-01 16:30:00
519,BVMF3,19.41,1900-01-01 16:40:00
520,BVMF3,19.43,1900-01-01 16:50:00
521,BVMF3,19.4,1900-01-01 17:00:00
522,BVMF3,19.45,1900-01-01 17:10:00
523,BVMF3,19.45,1900-01-01 17:20:00
524,BVMF3,19.45,1900-01-01 17:30:00
525,BVMF3,19.38,1900-01-01 17:40:00
526,BVMF3,19.38,1900-01-01 17:50:00
527,BVMF3,19.39,1900-01-01 18:00:00
624,BVMF3,19.42,1900-01-01 10:10:00
625,BVMF3,19.35,1900-01-01 10:20:00
626,BVMF3,19.38,1900-01-01 10:30:00
627,BVMF3,19.42,1900-01-01 10:40:00
628,BVMF3,19.47,1900-01-01 10:50:00
629,BVMF3,19.47,1900-01-01 11:00:00
630,BVMF3,19.43,1900-01-01 11:10:00
631,BVMF3,19.42,1900-01-01 11:20:00
632,BVMF3,19.45,1900-01-01 11:30:00
633,BVMF3,19.48,1900-01-01 11:40:00
634,BVMF3,19.46,1900-01-01 11:50:00
635,BVMF3,19.45,1900-01-01 12:00:00
636,BVMF3,19.45,1900-01-01 12:10:00
637,BVMF3,19.45,1900-01-01 12:20:00
638,BVMF3,19.45,1900-01-01 12:30:00
639,BVMF3,19.45,1900-01-01 12:40:00
640,BVMF3,19.38,1900-01-01 12:50:00
641,BVMF3,19.36,1900-01-01 13:00:00
642,BVMF3,19.38,1900-01-01 13:10:00
643,BVMF3,19.35,1900-01-01 13:20:00
644,BVMF3,19.33,1900-01-01 13:30:00
645,BVMF3,19.35,1900-01-01 13:40:00
646,BVMF3,19.36,1900-01-01 13:50:00
647,BVMF3,19.35,1900-01-01 14:00:00
648,BVMF3,19.31,1900-01-01 14:10:00
649,BVMF3,19.36,1900-01-01 14:20:00
650,BVMF3,19.3,1900-01-01 14:30:00
651,BVMF3,19.31,1900-01-01 14:40:00
652,BVMF3,19.29,1900-01-01 14:50:00
653,BVMF3,19.32,1900-01-01 15:00:00
654,BVMF3,19.31,1900-01-01 15:10:00
655,BVMF3,19.28,1900-01-01 15:20:00
656,BVMF3,19.3,1900-01-01 15:30:00
657,BVMF3,19.32,1900-01-01 15:40:00
658,BVMF3,19.36,1900-01-01 15:50:00
659,BVMF3,19.36,1900-01-01 16:00:00
660,BVMF3,19.33,1900-01-01 16:10:00
661,BVMF3,19.33,1900-01-01 16:20:00
662,BVMF3,19.34,1900-01-01 16:30:00
663,BVMF3,19.37,1900-01-01 16:40:00
664,BVMF3,19.36,1900-01-01 16:50:00
665,BVMF3,19.38,1900-01-01 17:00:00
666,BVMF3,19.4,1900-01-01 17:10:00
667,BVMF3,19.4,1900-01-01 17:20:00
668,BVMF3,19.4,1900-01-01 17:30:00
669,BVMF3,19.38,1900-01-01 17:40:00
670,BVMF3,19.4,1900-01-01 17:50:00
671,BVMF3,19.4,1900-01-01 18:00:00
768,BVMF3,19.46,1900-01-01 10:10:00
769,BVMF3,19.48,1900-01-01 10:20:00
770,BVMF3,19.44,1900-01-01 10:30:00
771,BVMF3,19.49,1900-01-01 10:40:00
772,BVMF3,19.47,1900-01-01 10:50:00
773,BVMF3,19.46,1900-01-01 11:00:00
774,BVMF3,19.47,1900-01-01 11:10:00
775,BVMF3,19.45,1900-01-01 11:20:00
776,BVMF3,19.46,1900-01-01 11:30:00
777,BVMF3,19.46,1900-01-01 11:40:00
778,BVMF3,19.48,1900-01-01 11:50:00
779,BVMF3,19.5,1900-01-01 12:00:00
780,BVMF3,19.55,1900-01-01 12:10:00
781,BVMF3,19.64,1900-01-01 12:20:00
782,BVMF3,19.64,1900-01-01 12:30:00
783,BVMF3,19.56,1900-01-01 12:40:00
784,BVMF3,19.5,1900-01-01 12:50:00
785,BVMF3,19.54,1900-01-01 13:00:00
786,BVMF3,19.53,1900-01-01 13:10:00
787,BVMF3,19.56,1900-01-01 13:20:00
788,BVMF3,19.56,1900-01-01 13:30:00
789,BVMF3,19.59,1900-01-01 13:40:00
790,BVMF3,19.57,1900-01-01 13:50:00
791,BVMF3,19.59,1900-01-01 14:00:00
792,BVMF3,19.58,1900-01-01 14:10:00
793,BVMF3,19.58,1900-01-01 14:20:00
794,BVMF3,19.57,1900-01-01 14:30:00
795,BVMF3,19.57,1900-01-01 14:40:00
796,BVMF3,19.55,1900-01-01 14:50:00
797,BVMF3,19.56,1900-01-01 15:00:00
798,BVMF3,19.54,1900-01-01 15:10:00
799,BVMF3,19.55,1900-01-01 15:20:00
800,BVMF3,19.53,1900-01-01 15:30:00
801,BVMF3,19.53,1900-01-01 15:40:00
802,BVMF3,19.54,1900-01-01 15:50:00
803,BVMF3,19.52,1900-01-01 16:00:00
804,BVMF3,19.54,1900-01-01 16:10:00
805,BVMF3,19.52,1900-01-01 16:20:00
806,BVMF3,19.53,1900-01-01 16:30:00
807,BVMF3,19.49,1900-01-01 16:40:00
808,BVMF3,19.44,1900-01-01 16:50:00
809,BVMF3,19.46,1900-01-01 17:00:00
810,BVMF3,19.48,1900-01-01 17:10:00
811,BVMF3,19.48,1900-01-01 17:20:00
812,BVMF3,19.48,1900-01-01 17:30:00
813,BVMF3,19.5,1900-01-01 17:40:00
910,BVMF3,19.75,1900-01-01 10:10:00
911,BVMF3,19.85,1900-01-01 10:20:00
912,BVMF3,19.92,1900-01-01 10:30:00
913,BVMF3,19.92,1900-01-01 10:40:00
914,BVMF3,19.92,1900-01-01 10:50:00
915,BVMF3,19.84,1900-01-01 11:00:00
916,BVMF3,19.83,1900-01-01 11:10:00
917,BVMF3,19.85,1900-01-01 11:20:00
918,BVMF3,19.88,1900-01-01 11:30:00
919,BVMF3,19.97,1900-01-01 11:40:00
920,BVMF3,19.92,1900-01-01 11:50:00
921,BVMF3,19.92,1900-01-01 12:00:00
922,BVMF3,19.96,1900-01-01 12:10:00
923,BVMF3,19.95,1900-01-01 12:20:00
924,BVMF3,19.95,1900-01-01 12:30:00
925,BVMF3,19.95,1900-01-01 12:40:00
926,BVMF3,19.94,1900-01-01 12:50:00
927,BVMF3,19.93,1900-01-01 13:00:00
928,BVMF3,19.94,1900-01-01 13:10:00
929,BVMF3,19.95,1900-01-01 13:20:00
930,BVMF3,19.93,1900-01-01 13:30:00
931,BVMF3,19.99,1900-01-01 13:40:00
932,BVMF3,20.02,1900-01-01 13:50:00
933,BVMF3,20.06,1900-01-01 14:00:00
934,BVMF3,20.03,1900-01-01 14:10:00
935,BVMF3,20.01,1900-01-01 14:20:00
936,BVMF3,19.98,1900-01-01 14:30:00
937,BVMF3,19.86,1900-01-01 14:40:00
938,BVMF3,19.87,1900-01-01 14:50:00
939,BVMF3,19.95,1900-01-01 15:00:00
940,BVMF3,19.98,1900-01-01 15:10:00
941,BVMF3,19.94,1900-01-01 15:20:00
942,BVMF3,19.95,1900-01-01 15:30:00
943,BVMF3,19.96,1900-01-01 15:40:00
944,BVMF3,19.98,1900-01-01 15:50:00
945,BVMF3,19.96,1900-01-01 16:00:00
946,BVMF3,19.94,1900-01-01 16:10:00
947,BVMF3,19.91,1900-01-01 16:20:00
948,BVMF3,19.9,1900-01-01 16:30:00
949,BVMF3,19.92,1900-01-01 16:40:00
950,BVMF3,19.91,1900-01-01 16:50:00
951,BVMF3,19.9,1900-01-01 17:00:00
952,BVMF3,19.91,1900-01-01 17:10:00
953,BVMF3,19.91,1900-01-01 17:20:00
954,BVMF3,19.91,1900-01-01 17:30:00
955,BVMF3,19.91,1900-01-01 17:40:00
956,BVMF3,19.96,1900-01-01 17:50:00
957,BVMF3,20.0,1900-01-01 18:00:00
1054,BVMF3,20.0,1900-01-01 10:10:00
1055,BVMF3,19.92,1900-01-01 10:20:00
1056,BVMF3,19.93,1900-01-01 10:30:00
1057,BVMF3,19.91,1900-01-01 10:40:00
1058,BVMF3,19.93,1900-01-01 10:50:00
1059,BVMF3,19.91,1900-01-01 11:00:00
1060,BVMF3,19.92,1900-01-01 11:10:00
1061,BVMF3,19.9,1900-01-01 11:20:00
1062,BVMF3,19.91,1900-01-01 11:30:00
1063,BVMF3,19.93,1900-01-01 11:40:00
1064,BVMF3,19.95,1900-01-01 11:50:00
1065,BVMF3,19.98,1900-01-01 12:00:00
1066,BVMF3,19.97,1900-01-01 12:10:00
1067,BVMF3,19.96,1900-01-01 12:20:00
1068,BVMF3,19.96,1900-01-01 12:30:00
1069,BVMF3,19.99,1900-01-01 12:40:00
1070,BVMF3,19.97,1900-01-01 12:50:00
1071,BVMF3,19.97,1900-01-01 13:00:00
1072,BVMF3,20.01,1900-01-01 13:10:00
1073,BVMF3,20.04,1900-01-01 13:20:00
1074,BVMF3,20.03,1900-01-01 13:30:00
1075,BVMF3,20.06,1900-01-01 13:40:00
1076,BVMF3,20.03,1900-01-01 13:50:00
1077,BVMF3,20.01,1900-01-01 14:00:00
1078,BVMF3,20.06,1900-01-01 14:10:00
1079,BVMF3,20.08,1900-01-01 14:20:00
1080,BVMF3,20.05,1900-01-01 14:30:00
1081,BVMF3,20.05,1900-01-01 14:40:00
1082,BVMF3,20.06,1900-01-01 14:50:00
1083,BVMF3,20.12,1900-01-01 15:00:00
1084,BVMF3,20.15,1900-01-01 15:10:00
1085,BVMF3,20.11,1900-01-01 15:20:00
1086,BVMF3,20.11,1900-01-01 15:30:00
1087,BVMF3,20.09,1900-01-01 15:40:00
1088,BVMF3,20.08,1900-01-01 15:50:00
1089,BVMF3,20.07,1900-01-01 16:00:00
1090,BVMF3,20.08,1900-01-01 16:10:00
1091,BVMF3,20.08,1900-01-01 16:20:00
1092,BVMF3,20.06,1900-01-01 16:30:00
1093,BVMF3,20.02,1900-01-01 16:40:00
1094,BVMF3,20.04,1900-01-01 16:50:00
1095,BVMF3,20.03,1900-01-01 17:00:00
1096,BVMF3,20.03,1900-01-01 17:10:00
1097,BVMF3,20.01,1900-01-01 17:20:00
1098,BVMF3,20.01,1900-01-01 17:30:00
1099,BVMF3,20.06,1900-01-01 17:40:00
1100,BVMF3,20.12,1900-01-01 17:50:00
1101,BVMF3,20.12,1900-01-01 18:00:00
1198,BVMF3,20.23,1900-01-01 10:10:00
1199,BVMF3,20.17,1900-01-01 10:20:00
1200,BVMF3,20.2,1900-01-01 10:30:00
1201,BVMF3,20.2,1900-01-01 10:40:00
1202,BVMF3,20.2,1900-01-01 10:50:00
1203,BVMF3,20.17,1900-01-01 11:00:00
1204,BVMF3,20.18,1900-01-01 11:10:00
1205,BVMF3,20.11,1900-01-01 11:20:00
1206,BVMF3,20.03,1900-01-01 11:30:00
1207,BVMF3,20.01,1900-01-01 11:40:00
1208,BVMF3,20.04,1900-01-01 11:50:00
1209,BVMF3,19.99,1900-01-01 12:00:00
1210,BVMF3,20.01,1900-01-01 12:10:00
1211,BVMF3,19.93,1900-01-01 12:20:00
1212,BVMF3,19.99,1900-01-01 12:30:00
1213,BVMF3,20.03,1900-01-01 12:40:00
1214,BVMF3,20.01,1900-01-01 12:50:00
1215,BVMF3,19.89,1900-01-01 13:00:00
1216,BVMF3,19.95,1900-01-01 13:10:00
1217,BVMF3,19.95,1900-01-01 13:20:00
1218,BVMF3,19.99,1900-01-01 13:30:00
1219,BVMF3,19.99,1900-01-01 13:40:00
1220,BVMF3,20.04,1900-01-01 13:50:00
1221,BVMF3,20.04,1900-01-01 14:00:00
1222,BVMF3,20.05,1900-01-01 14:10:00
1223,BVMF3,20.0,1900-01-01 14:20:00
1224,BVMF3,19.98,1900-01-01 14:30:00
1225,BVMF3,20.01,1900-01-01 14:40:00
1226,BVMF3,20.1,1900-01-01 14:50:00
1227,BVMF3,20.1,1900-01-01 15:00:00
1228,BVMF3,20.03,1900-01-01 15:10:00
1229,BVMF3,20.0,1900-01-01 15:20:00
1230,BVMF3,20.0,1900-01-01 15:30:00
1231,BVMF3,19.96,1900-01-01 15:40:00
1232,BVMF3,19.99,1900-01-01 15:50:00
1233,BVMF3,19.98,1900-01-01 16:00:00
1234,BVMF3,19.97,1900-01-01 16:10:00
1235,BVMF3,19.98,1900-01-01 16:20:00
1236,BVMF3,19.98,1900-01-01 16:30:00
1237,BVMF3,20.02,1900-01-01 16:40:00
1238,BVMF3,20.09,1900-01-01 16:50:00
1239,BVMF3,20.09,1900-01-01 17:00:00
1240,BVMF3,20.14,1900-01-01 17:10:00
1241,BVMF3,20.14,1900-01-01 17:20:00
1242,BVMF3,20.14,1900-01-01 17:30:00
1243,BVMF3,20.13,1900-01-01 17:40:00
1244,BVMF3,20.15,1900-01-01 17:50:00
1245,BVMF3,20.15,1900-01-01 18:00:00
1342,BVMF3,20.15,1900-01-01 10:10:00
1343,BVMF3,20.12,1900-01-01 10:20:00
1344,BVMF3,20.1,1900-01-01 10:30:00
1345,BVMF3,20.09,1900-01-01 10:40:00
1346,BVMF3,20.07,1900-01-01 10:50:00
1347,BVMF3,20.06,1900-01-01 11:00:00
1348,BVMF3,20.06,1900-01-01 11:10:00
1349,BVMF3,20.09,1900-01-01 11:20:00
1350,BVMF3,20.18,1900-01-01 11:30:00
1351,BVMF3,20.16,1900-01-01 11:40:00
1352,BVMF3,20.12,1900-01-01 11:50:00
1353,BVMF3,20.12,1900-01-01 12:00:00
1354,BVMF3,20.18,1900-01-01 12:10:00
1355,BVMF3,20.13,1900-01-01 12:20:00
1356,BVMF3,20.12,1900-01-01 12:30:00
1357,BVMF3,20.13,1900-01-01 12:40:00
1358,BVMF3,20.15,1900-01-01 12:50:00
1359,BVMF3,20.13,1900-01-01 13:00:00
1360,BVMF3,20.08,1900-01-01 13:10:00
1361,BVMF3,20.11,1900-01-01 13:20:00
1362,BVMF3,20.11,1900-01-01 13:30:00
1363,BVMF3,20.17,1900-01-01 13:40:00
1364,BVMF3,20.16,1900-01-01 13:50:00
1365,BVMF3,20.17,1900-01-01 14:00:00
1366,BVMF3,20.16,1900-01-01 14:10:00
1367,BVMF3,20.18,1900-01-01 14:20:00
1368,BVMF3,20.17,1900-01-01 14:30:00
1369,BVMF3,20.19,1900-01-01 14:40:00
1370,BVMF3,20.25,1900-01-01 14:50:00
1371,BVMF3,20.23,1900-01-01 15:00:00
1372,BVMF3,20.23,1900-01-01 15:10:00
1373,BVMF3,20.31,1900-01-01 15:20:00
1374,BVMF3,20.32,1900-01-01 15:30:00
1375,BVMF3,20.34,1900-01-01 15:40:00
1376,BVMF3,20.42,1900-01-01 15:50:00
1377,BVMF3,20.35,1900-01-01 16:00:00
1378,BVMF3,20.34,1900-01-01 16:10:00
1379,BVMF3,20.35,1900-01-01 16:20:00
1380,BVMF3,20.37,1900-01-01 16:30:00
1381,BVMF3,20.32,1900-01-01 16:40:00
1382,BVMF3,20.29,1900-01-01 16:50:00
1383,BVMF3,20.3,1900-01-01 17:00:00
1384,BVMF3,20.38,1900-01-01 17:10:00
1385,BVMF3,20.38,1900-01-01 17:20:00
1386,BVMF3,20.38,1900-01-01 17:30:00
1387,BVMF3,20.38,1900-01-01 17:40:00
1388,BVMF3,20.38,1900-01-01 17:50:00
1389,BVMF3,20.39,1900-01-01 18:00:00
1486,BVMF3,20.39,1900-01-01 10:10:00
1487,BVMF3,20.38,1900-01-01 10:20:00
1488,BVMF3,20.26,1900-01-01 10:30:00
1489,BVMF3,20.39,1900-01-01 10:40:00
1490,BVMF3,20.4,1900-01-01 10:50:00
1491,BVMF3,20.4,1900-01-01 11:00:00
1492,BVMF3,20.39,1900-01-01 11:10:00
1493,BVMF3,20.38,1900-01-01 11:20:00
1494,BVMF3,20.39,1900-01-01 11:30:00
1495,BVMF3,20.4,1900-01-01 11:40:00
1496,BVMF3,20.38,1900-01-01 11:50:00
1497,BVMF3,20.3,1900-01-01 12:00:00
1498,BVMF3,20.36,1900-01-01 12:10:00
1499,BVMF3,20.35,1900-01-01 12:20:00
1500,BVMF3,20.39,1900-01-01 12:30:00
1501,BVMF3,20.4,1900-01-01 12:40:00
